"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","18","5","3","6","0","1","8","8","0","",""
"区南部","1","1","1","2","0","0","2","0","0","",""
"区西南部","7","1","1","0","0","0","10","0","0","",""
"区西部","29","11","9","20","0","2","28","9","0","",""
"区西北部","16","7","12","17","0","1","9","3","0","",""
"区東北部","1","1","3","2","0","0","5","0","0","",""
"区東部","26","12","13","22","0","0","1","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","1","",""
"北多摩西部","7","1","1","9","0","0","0","0","0","",""
"北多摩南部","4","0","1","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","9","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","109","39","44","78","0","4","69","32","1","",""
