"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","12","1","2","2","19","9","0","2","11","0","0","0","0","1","0","0","0","0","0","0"
"1歳","43","0","1","1","41","11","1","0","12","0","0","0","0","0","0","0","0","0","1","0"
"2歳","38","0","3","6","33","16","1","4","3","0","0","2","0","0","0","0","0","0","0","0"
"3歳","62","0","1","13","29","10","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","109","0","2","19","36","13","0","3","0","0","0","6","1","0","0","0","0","0","0","0"
"5歳","105","0","0","14","34","11","1","1","0","0","0","4","0","0","0","0","0","0","0","0"
"6歳","115","0","0","18","28","7","0","2","0","0","0","2","0","0","0","0","0","0","1","0"
"7歳","123","0","0","16","22","1","0","4","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","88","0","0","12","19","4","0","0","0","0","0","6","0","0","0","0","0","0","1","0"
"9歳","101","0","0","10","14","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","246","0","0","16","51","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"15〜19歳","54","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","64","0","1","14","100","1","0","0","0","1","0","1","0","0","1","3","0","0","0","0"
"30〜39歳","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"40〜49歳","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1492","1","10","142","448","85","3","17","26","2","1","27","1","1","1","4","0","0","3","1"
