"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","12","5","4","6","98","13","2","0","7","1","0","1","0","0","0","1","0","0","2","0","0","","","","","",""
"区南部","0","19","3","34","224","19","2","1","7","3","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","3","1","11","34","203","12","16","0","6","0","0","4","1","0","0","3","0","0","3","0","0","","","","","",""
"区西部","6","10","1","22","166","15","4","0","5","2","0","9","0","0","0","0","0","0","4","0","0","","","","","",""
"区西北部","2","2","1","18","194","35","3","2","12","0","0","2","1","1","0","1","0","0","0","0","0","","","","","",""
"区東北部","9","11","2","27","224","25","4","3","13","0","1","1","1","1","0","1","0","0","3","0","0","","","","","",""
"区東部","13","11","7","25","279","65","9","4","10","0","0","3","3","1","0","1","1","0","2","0","0","","","","","",""
"西多摩","0","0","1","10","41","18","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","12","4","81","277","55","1","5","11","0","1","9","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","7","2","14","81","27","2","2","2","2","1","5","0","1","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","3","5","3","44","121","38","1","11","8","0","0","4","1","0","0","1","0","0","4","0","0","","","","","",""
"北多摩北部","0","9","4","31","107","21","0","1","4","0","1","1","1","0","0","1","0","0","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","55","92","43","346","2015","343","45","31","87","8","4","43","12","4","0","10","1","0","22","0","0","","","","","",""
