"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","14","3","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","62","2","0","2","38","0","1","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","191","5","5","10","85","2","1","0","20","0","1","1","2","1","0","1","0","0","0","0","1","2","0","0","0","0","0","2","0"
"2歳","199","2","0","15","84","1","1","4","3","0","0","1","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","4","0"
"3歳","262","1","0","20","65","3","0","3","1","0","0","4","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"4歳","327","0","3","42","73","1","0","6","1","0","0","6","1","0","0","0","1","0","0","0","0","2","0","0","1","0","0","1","1"
"5歳","349","0","3","48","63","11","0","9","0","0","0","9","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"6歳","420","0","2","55","53","4","0","3","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","408","0","0","44","42","4","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","326","0","0","32","38","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","254","0","0","23","33","1","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","853","0","1","39","76","2","2","5","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","189","0","0","1","21","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","210","0","0","24","158","0","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"合計","5333","13","14","355","836","33","5","35","44","2","1","45","6","1","0","13","1","0","3","0","1","24","0","0","1","0","0","23","1"
