"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","6","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","19","2","0","6","10","4","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","10","32","12","4","2","14","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","2","12","1","0","2","10","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","17","2","0","2","17","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","26","6","1","1","8","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","8","27","4","1","9","29","0","1","0","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","19","13","1","4","6","16","0","0","0","2","5","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"目黒区","10","16","0","1","6","18","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","42","6","5","11","50","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","14","55","5","2","14","67","5","3","0","1","12","4","1","0","0","4","0","0","0","0","0","1","","","","","",""
"渋谷区","7","6","1","0","1","9","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","29","32","5","3","17","22","1","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","9","15","1","1","2","30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","28","2","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","32","2","3","6","41","1","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","27","18","2","3","25","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","13","33","4","0","4","38","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"練馬区","42","36","11","2","13","49","0","2","1","4","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","33","5","7","8","69","0","5","1","2","16","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","5","25","5","0","7","29","0","6","0","2","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","6","27","16","2","9","42","1","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","31","28","2","8","9","80","1","2","1","3","11","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","22","4","0","6","35","2","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","13","0","1","4","8","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","26","2","4","7","16","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","11","22","8","2","9","24","1","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","72","74","14","6","16","66","0","1","2","6","11","0","1","2","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","37","58","8","3","14","71","4","4","1","7","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","388","817","148","64","194","912","24","43","7","43","157","8","5","3","2","8","0","0","1","0","0","1","","","","","",""
