"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","3","7","28","12","2","5","9","1","1","2","0","5","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","0","3","12","46","14","0","9","7","0","0","0","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","2","5","24","12","0","6","5","0","0","1","0","6","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","0","0","0","9","46","7","1","1","5","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","0","0","7","16","32","11","0","4","7","0","1","5","0","3","1","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","0","0","2","13","26","16","1","8","2","0","0","3","0","7","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","2","39","10","1","10","2","0","0","0","0","3","0","0","0","2","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","4","8","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","5","37","8","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","5","1","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","6","11","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","5","23","10","0","0","6","0","3","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","3","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","2","20","85","327","113","5","49","48","1","6","15","0","36","5","0","0","5","1","0","1","0","0","","","","","",""
