"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","4","0","0","0","0","0","0","0","0","",""
"みなと","5","15","0","1","0","0","2","5","0","",""
"新宿区","3","7","7","2","1","0","6","4","0","",""
"文京","0","0","0","0","0","0","1","1","0","",""
"台東","4","2","0","0","0","0","0","0","0","",""
"墨田区","0","0","1","0","0","1","0","3","0","",""
"江東区","2","1","1","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","",""
"渋谷区","4","11","7","0","0","0","0","0","0","",""
"中野区","3","0","0","0","2","0","0","0","0","",""
"杉並","3","0","0","0","0","0","8","0","0","",""
"池袋","10","4","9","1","1","0","1","8","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","1","0","0","0","0","0","0","",""
"板橋区","7","2","0","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","1","0","",""
"江戸川","10","0","0","1","1","0","0","0","0","",""
"八王子市","14","0","1","1","1","0","0","0","0","",""
"町田市","1","1","0","0","4","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","14","1","3","3","1","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","2","0","0","",""
"多摩小平","2","0","0","0","0","0","1","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","91","44","30","10","11","1","24","25","0","",""
