"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1〜4歳","0","0","0","0","0","0","4","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","1","0","1","0","0","1","2","0"
"20〜24歳","13","5","7","6","0","0","0","0","0"
"25〜29歳","22","7","18","14","0","0","1","0","0"
"30〜34歳","18","8","13","6","0","0","1","0","0"
"35〜39歳","18","15","7","7","0","0","0","0","0"
"40〜44歳","19","16","5","9","0","0","2","0","0"
"45〜49歳","5","12","6","3","0","0","1","0","0"
"50〜54歳","5","10","5","5","0","0","3","0","0"
"55〜59歳","1","10","5","2","0","0","1","0","0"
"60〜64歳","0","6","2","0","0","0","9","0","0"
"65〜69歳","2","1","0","0","0","0","4","0","0"
"70歳以上","3","3","1","0","0","0","12","3","0"
"合計","107","94","69","53","0","0","50","5","0"
