"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","7","0","0","0","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","33","0","0","1","25","2","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","131","0","2","1","36","11","1","0","9","1","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","173","0","0","3","30","17","0","0","1","0","0","2","0","5","1","0","0","0","0","0","0","0","0"
"3歳","200","0","0","4","28","10","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","250","0","2","13","36","9","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"5歳","267","0","1","7","35","11","2","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0"
"6歳","214","0","0","11","25","5","1","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"7歳","186","0","0","4","22","2","0","4","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"8歳","162","0","0","4","17","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","140","0","0","3","16","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","295","0","0","3","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","82","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","219","1","1","6","74","1","0","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"30〜39歳","435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40〜49歳","245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3305","1","6","60","382","73","7","16","18","1","0","2","0","48","2","0","0","10","0","0","0","0","0"
