"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","4","0","0","8","2","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","0","0","2","1","49","10","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","3","3","1","120","6","1","1","13","0","0","0","1","2","2","0","0","0","0","0","1","0","0"
"2歳","2","0","1","3","102","20","1","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","1","1","2","10","123","19","2","2","0","0","0","1","0","2","0","1","0","1","0","0","0","0","0"
"4歳","5","1","1","15","141","23","0","5","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"5歳","4","0","1","11","120","14","1","5","0","0","0","1","0","4","1","0","0","1","0","0","0","0","0"
"6歳","1","1","1","7","75","12","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","2","0","1","5","72","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"8歳","0","0","0","4","57","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","2","46","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","16","0","0","6","89","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","8","0","0","1","22","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","2","0","0","4","130","1","0","0","0","0","1","0","0","2","0","0","0","5","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","57","10","12","70","1154","117","5","26","44","0","1","3","1","16","5","1","0","14","1","0","3","0","0"
