"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","55","9","3","0","7","1","3","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","96","16","12","1","80","1","12","0","12","9","1","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","30","150","16","47","10","167","1","77","1","33","38","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","26","95","17","57","12","125","0","54","1","14","35","2","6","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","52","111","6","47","35","109","1","42","0","5","37","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","59","108","0","39","43","70","2","33","1","2","31","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","59","114","2","33","67","61","2","10","1","2","24","4","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","78","126","2","30","41","55","0","12","1","0","11","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","93","135","0","14","37","54","1","3","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","78","148","0","5","26","36","0","3","0","0","4","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"9歳","66","136","0","1","17","28","2","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","171","670","1","5","29","73","3","4","0","0","4","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","119","442","1","1","4","27","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","1","0","0","0","1","0"
"20〜29歳","116","789","2","11","27","63","0","4","0","0","3","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","1"
"30〜39歳","75","800","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","90","907","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","88","974","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","13","507","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","439","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","3","0"
"合計","1226","7046","72","305","349","955","16","259","5","71","202","13","20","7","0","24","3","3","1","0","0","16","1","1","1","0","0","14","1"
