"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","5","4","2","21","5","96","5","9","0","52","3","4","0","0","2","0","0","0","0","0","","","","","",""
"区南部","1","5","13","11","48","5","146","4","7","0","69","7","3","0","0","0","0","0","2","0","0","","","","","",""
"区西南部","0","0","13","17","37","11","121","8","6","0","78","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","4","1","12","32","12","64","2","5","0","47","4","4","0","0","0","2","0","2","0","0","","","","","",""
"区西北部","0","1","8","18","52","3","139","3","11","0","108","9","6","1","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","9","8","11","36","7","66","3","12","1","232","4","5","1","0","5","0","0","1","0","0","","","","","",""
"区東部","0","0","17","15","68","5","126","7","12","1","166","4","9","0","1","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","7","2","11","3","27","3","1","0","5","2","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","16","30","82","20","233","4","18","0","120","19","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","5","12","17","4","100","1","5","0","15","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","9","16","19","5","195","4","7","1","22","2","4","1","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","3","16","14","28","9","108","0","9","0","46","7","2","0","0","1","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","29","117","160","451","89","1423","44","102","3","961","65","44","3","1","11","2","0","7","0","0","","","","","",""
