"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","18","10","1"
"1〜4歳","0","0","0","0","0","0","10","15","2"
"5〜9歳","0","0","0","0","0","0","0","4","1"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","19","4","3","6","1","0","0","0","0"
"20〜24歳","63","15","19","20","5","1","3","0","0"
"25〜29歳","67","20","22","26","6","3","2","0","0"
"30〜34歳","51","15","16","26","5","2","1","0","0"
"35〜39歳","33","13","9","13","2","3","2","1","0"
"40〜44歳","25","13","7","6","1","0","9","2","0"
"45〜49歳","6","8","3","3","1","1","5","0","0"
"50〜54歳","8","5","3","2","1","3","8","0","0"
"55〜59歳","3","1","0","1","1","1","10","1","0"
"60〜64歳","2","2","0","0","0","0","7","1","0"
"65〜69歳","0","0","0","0","0","1","18","2","1"
"70歳以上","0","3","0","0","0","1","69","6","0"
"合計","277","99","82","103","23","16","163","43","5"
