"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","31","39","11","16","0","1","18","1","0","0","",""
"区南部","3","0","2","0","0","0","3","0","0","0","",""
"区西南部","6","3","2","2","0","0","2","0","0","0","",""
"区西部","35","10","16","51","0","3","18","1","0","0","",""
"区西北部","13","7","6","6","0","0","3","2","0","0","",""
"区東北部","6","0","2","3","0","0","2","4","0","0","",""
"区東部","14","4","4","8","0","2","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","0","0","1","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","1","0","0","13","14","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","3","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","111","63","43","87","0","6","63","27","1","0","",""
