"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","1","4","34","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"みなと","0","2","5","8","23","1","2","2","4","0","28","11","0","0","0","0","0","0","2","0","0","0","9","6","0","1","1","0"
"新宿区","1","0","7","19","31","5","3","1","7","0","3","0","1","2","1","2","1","0","0","0","0","0","12","8","2","2","2","0"
"文京","0","0","6","1","25","2","0","0","3","0","3","1","0","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","0","9","8","33","0","42","0","8","0","17","1","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","2","0","7","9","14","0","5","0","4","0","1","7","0","0","0","0","0","1","1","0","0","0","8","5","1","1","1","0"
"江東区","1","0","4","31","88","7","3","3","9","1","15","6","1","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","0","4","10","38","3","3","1","4","0","21","3","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","2","15","35","1","1","0","2","0","10","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","10","1","18","62","124","2","2","3","6","0","8","9","1","0","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","1","0","7","111","109","8","6","2","6","0","23","8","5","1","0","0","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","0","0","2","7","16","2","0","0","2","0","1","0","0","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","0","3","10","20","72","15","3","4","6","0","4","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","0","10","33","69","2","1","4","7","0","0","2","1","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","0","1","1","2","16","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","0","2","18","27","2","9","1","2","0","10","3","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","1","0","9","15","11","1","0","0","3","0","7","3","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","1","0","2","7","32","9","6","2","8","0","6","10","3","0","0","3","0","0","1","0","0","0","15","9","2","1","1","0"
"練馬区","1","1","6","36","92","4","1","2","7","1","3","3","2","0","0","7","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","0","5","44","122","10","4","2","6","0","8","10","0","0","0","7","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","0","1","20","56","4","4","1","5","0","6","4","4","0","0","0","0","0","6","0","0","0","13","8","1","1","1","0"
"江戸川","0","0","16","27","74","3","1","2","4","0","2","3","0","1","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","1","0","27","65","140","5","3","1","6","0","4","18","4","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","0","2","24","76","6","0","0","1","0","8","6","5","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","6","16","32","1","0","1","2","3","3","0","0","0","0","0","0","0","1","0","0","0","14","8","1","1","1","0"
"南多摩","0","1","1","27","38","2","0","0","3","0","3","5","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","0","4","54","69","4","0","8","6","0","5","4","0","0","0","1","0","0","1","0","1","0","21","14","2","1","1","0"
"多摩府中","0","2","28","73","124","6","3","4","22","0","20","21","3","1","0","0","0","0","1","0","0","0","32","21","3","3","3","0"
"多摩小平","0","0","36","68","109","8","1","3","17","0","5","16","2","0","0","5","0","1","1","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","19","11","238","840","1730","113","103","47","162","6","226","159","35","5","1","33","1","2","14","0","1","0","413","260","39","25","25","0"
