"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","9","15","1","0","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"〜1歳","44","43","0","15","3","100","0","1","1","10","2","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"1歳","108","58","4","23","15","310","3","3","1","34","0","0","0","0","0","1","0","0","0","0","0","2","3","0","0","1","0","1","1","1","0","1","2"
"2歳","139","43","0","30","37","212","4","5","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","183","38","0","31","53","200","2","4","5","5","0","5","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"4歳","167","33","0","33","75","150","4","6","4","2","0","4","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"5歳","197","32","0","31","88","152","7","2","4","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0"
"6歳","177","34","0","22","87","115","4","2","1","1","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"7歳","141","30","0","16","76","105","7","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","134","33","0","12","63","101","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","154","30","0","9","61","75","6","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","574","166","0","10","123","203","8","0","0","0","0","3","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"15〜19歳","397","133","0","1","14","69","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","1","0","1","0","1"
"20〜29歳","527","297","0","10","49","246","0","1","0","0","1","2","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"30〜39歳","358","279","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","4","2","1","1","0","0","0","1","0","0","4"
"40〜49歳","349","332","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","4","0","0","0","0","0","2","0","0","0","4"
"50〜59歳","298","325","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","7","0","0","0","0","0","3","0","1","0","6"
"60〜69歳","138","178","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","10","17","4","1","3","0","0","4","3","0","0","17"
"70〜79歳","64","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","1","0","1","1","0","3","1","5","1","24"
"80歳以上","34","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","69","1","0","1","0","0","17","1","13","2","54"
"合計","4192","2339","5","243","745","2056","50","25","26","63","4","16","2","3","1","24","0","0","1","0","0","60","138","9","2","8","1","1","46","8","20","4","115"
