"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","4","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","38","4","0","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","3","0","1","95","10","1","0","13","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"2歳","1","2","2","7","82","17","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","5","2","1","2","105","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","2","0","2","13","101","12","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","2","0","0","14","96","11","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","2","1","0","8","97","11","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7歳","0","0","0","7","55","6","0","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","3","0","0","6","51","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","2","0","0","8","27","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","20","0","0","11","63","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"15〜19歳","6","0","0","1","24","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"20〜29歳","6","0","0","11","252","0","1","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"60〜69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","70","8","6","89","1090","105","4","25","45","0","1","2","0","7","2","1","0","13","0","1","2","0","0"
