"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","6","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","24","0","0","0","24","11","0","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","53","1","0","0","55","11","1","1","16","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"2歳","57","1","2","0","43","15","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"3歳","91","1","0","5","41","8","1","2","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0"
"4歳","111","0","2","7","39","8","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","87","0","1","8","37","3","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","75","0","0","12","34","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","60","0","0","9","23","1","0","3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"8歳","63","0","0","4","24","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","61","0","0","1","17","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","397","1","1","5","30","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","192","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","129","3","0","2","108","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1702","7","6","53","496","63","3","32","36","0","1","0","0","9","5","1","0","5","1","0","0","0","0"
