"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","0"
"1〜4歳","0","0","0","0","0","0","5","6","0"
"5〜9歳","0","0","0","0","0","0","5","3","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","2","1","3","2","0","0","0","0","0"
"20〜24歳","11","3","3","8","0","1","2","0","0"
"25〜29歳","21","4","7","20","0","1","1","0","0"
"30〜34歳","12","12","10","12","0","1","0","0","0"
"35〜39歳","11","9","9","12","0","2","2","0","0"
"40〜44歳","9","4","10","5","0","1","4","0","0"
"45〜49歳","7","3","1","3","0","0","1","0","0"
"50〜54歳","6","2","2","2","0","0","6","0","0"
"55〜59歳","5","4","0","0","0","0","2","0","2"
"60〜64歳","1","0","3","1","0","0","8","0","0"
"65〜69歳","1","1","0","0","0","0","6","0","0"
"70歳以上","0","0","0","0","0","0","36","2","0"
"合計","86","43","48","65","0","6","84","15","2"
