"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","27","177","2","6","8","24","2","14","1","2","4","0","0","0","0","1","0","0","1","0","0","1","","","","","",""
"区南部","22","177","2","9","10","27","1","7","0","2","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","24","261","11","29","16","41","2","8","1","1","12","0","1","0","0","3","0","1","0","0","0","1","","","","","",""
"区西部","34","264","3","3","14","31","7","4","1","5","2","0","1","2","0","1","0","0","0","0","0","1","","","","","",""
"区西北部","35","470","6","12","8","34","2","8","2","7","12","0","2","0","0","3","0","0","0","0","0","1","","","","","",""
"区東北部","28","305","3","5","12","36","1","6","1","3","6","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区東部","27","394","2","11","9","35","1","6","0","1","6","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"西多摩","1","53","0","0","3","6","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","21","315","4","9","8","65","2","14","0","7","19","1","1","0","0","3","0","0","0","0","0","1","","","","","",""
"北多摩西部","16","161","2","1","12","10","0","14","1","3","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","13","305","1","2","13","23","0","7","0","2","7","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩北部","22","211","4","1","12","30","2","4","1","4","4","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","1","19","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","271","3112","40","89","125","362","21","97","8","37","89","2","10","3","0","17","0","1","1","0","0","8","","","","","",""
