"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1〜4歳","0","0","0","0","0","0","4","3","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","2","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","1","0","0","0","0","0","0"
"20〜24歳","25","5","7","8","4","1","0","0","0"
"25〜29歳","26","6","9","8","1","2","1","0","0"
"30〜34歳","19","5","2","5","2","1","0","0","0"
"35〜39歳","11","5","2","5","1","0","0","1","0"
"40〜44歳","10","4","1","6","0","0","0","0","0"
"45〜49歳","1","2","1","3","4","0","0","0","0"
"50〜54歳","4","0","0","3","1","0","1","0","0"
"55〜59歳","1","2","0","0","0","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","1","0","0"
"65〜69歳","0","2","0","0","0","0","3","0","0"
"70歳以上","0","0","1","0","0","0","7","2","0"
"合計","103","31","24","38","13","4","24","10","0"
