"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","12","1","5","7","146","19","3","1","5","1","0","3","1","1","0","1","0","0","2","0","0","","","","","",""
"区南部","2","1","3","33","275","30","3","3","14","3","1","5","2","0","0","0","0","0","1","0","0","","","","","",""
"区西南部","4","6","17","40","242","13","4","1","3","1","1","2","4","0","2","2","1","0","0","0","0","","","","","",""
"区西部","2","4","1","21","204","17","1","1","6","0","0","6","0","1","0","1","0","1","6","0","0","","","","","",""
"区西北部","15","3","2","18","195","46","1","2","5","1","2","2","1","1","0","1","0","0","1","0","1","","","","","",""
"区東北部","14","11","5","24","245","28","5","5","11","0","1","1","0","0","0","0","0","0","8","0","0","","","","","",""
"区東部","33","8","7","46","375","50","5","3","9","0","1","3","3","1","0","0","0","2","1","0","0","","","","","",""
"西多摩","0","1","0","6","44","16","1","2","1","0","1","2","0","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","6","14","8","82","427","51","5","15","7","0","0","11","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","2","5","2","14","119","17","3","0","3","0","0","1","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","3","9","2","35","170","44","1","13","2","1","1","2","3","0","0","1","1","0","7","0","0","","","","","",""
"北多摩北部","2","5","4","29","132","20","4","3","5","0","0","3","2","1","0","1","1","1","3","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"合計","95","68","56","355","2574","351","36","50","71","7","8","41","21","5","2","9","3","4","31","0","1","","","","","",""
