"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","49","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"中央区","84","0","0","1","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","174","5","0","8","30","1","0","2","4","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","149","2","0","15","17","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","1","","","","","",""
"文京","108","1","0","1","6","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","","","","","",""
"台東","73","1","1","3","25","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","125","2","0","2","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","250","4","0","22","37","5","1","0","7","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"品川区","112","0","0","9","40","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","63","2","0","0","7","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","353","3","1","9","70","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","580","6","0","16","65","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","4","","","","","",""
"渋谷区","70","0","0","1","13","0","0","0","1","0","0","0","0","0","0","3","0","1","0","0","1","","","","","",""
"中野区","169","1","1","4","32","2","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","279","0","0","8","24","2","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","92","1","1","1","28","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北区","172","0","0","2","21","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","166","1","1","4","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","201","0","0","3","28","2","1","0","2","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","354","1","0","8","37","4","2","0","2","0","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","425","1","1","5","59","1","0","4","4","0","1","5","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","248","1","0","6","46","1","0","0","4","0","0","0","0","0","0","0","0","0","2","0","4","","","","","",""
"江戸川","425","2","3","27","61","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","454","5","0","20","69","9","4","2","1","0","0","2","0","0","0","1","0","0","0","0","1","","","","","",""
"町田市","327","1","3","24","40","4","0","3","1","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","278","0","0","5","26","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","279","2","4","11","30","2","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","380","2","2","19","60","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","3","","","","","",""
"多摩府中","613","6","2","32","68","3","0","0","8","0","0","5","1","0","0","0","0","0","0","0","9","","","","","",""
"多摩小平","516","4","4","19","37","8","0","0","3","0","0","0","1","0","0","1","0","0","0","0","3","","","","","",""
"島しょ","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7598","54","24","285","1020","59","10","16","61","0","2","24","4","2","0","12","0","2","3","0","35","","","","","",""
