"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","0","1","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","3","11","9","0","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","2","10","13","6","1","2","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","2","1","8","17","0","1","0","1","0","5","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","1","2","1","10","4","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","4","13","15","1","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","15","7","0","0","2","2","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江東区","1","1","2","27","66","3","3","9","7","0","1","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","16","22","1","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","10","17","0","1","3","5","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","0","13","44","57","1","9","9","4","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","3","0","3","48","56","3","5","2","6","0","0","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","5","8","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","2","0","0","8","31","2","2","2","3","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","1","2","14","29","2","3","2","2","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","1","10","17","0","4","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","2","3","7","10","1","9","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","5","19","2","4","8","6","0","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","4","19","36","1","4","13","7","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","1","8","40","61","5","4","5","6","0","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","0","0","11","27","1","2","5","2","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","9","26","57","1","8","3","2","0","3","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","3","1","14","42","81","5","3","8","7","1","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","1","28","25","2","1","3","2","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","18","29","0","2","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","5","42","47","4","1","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","2","1","37","64","7","6","6","6","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","0","7","33","88","1","2","17","18","0","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","0","12","63","86","5","5","10","13","0","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","27","13","107","617","993","61","92","149","120","1","31","40","12","1","0","4","0","0","0","0","1","0","","","","","",""
