"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","0","3","11","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","0","2","6","5","32","8","0","1","3","0","1","5","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","0","0","1","4","27","2","0","0","1","0","0","1","0","0","0","3","0","0","1","0","9","6","2","2","2","0"
"文京","0","0","0","3","18","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","0","0","0","2","48","7","1","0","5","0","0","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","0","0","0","4","13","5","5","1","3","0","0","3","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","1","0","0","8","47","4","4","4","6","0","1","3","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","0","0","0","8","69","13","0","0","2","0","1","2","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","0","0","0","1","13","3","2","0","0","0","0","1","0","0","0","1","0","0","0","0","6","3","1","0","0","0"
"大田区","5","1","5","16","140","22","6","3","2","2","4","6","0","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","0","1","2","9","51","9","0","3","3","0","0","5","2","0","0","0","0","0","0","0","16","8","2","1","2","0"
"渋谷区","0","0","1","1","22","2","0","0","4","0","0","0","0","1","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","0","2","1","8","47","5","2","8","1","0","0","1","0","0","0","1","0","0","0","0","9","6","1","1","1","0"
"杉並","2","0","0","6","79","2","0","0","8","0","0","2","0","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","0","0","1","0","12","6","0","0","0","1","1","5","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","2","2","30","0","0","2","4","0","0","1","1","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","0","0","1","1","19","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","0","0","0","1","16","4","4","1","0","1","0","2","0","0","0","1","0","0","0","0","12","6","2","1","1","0"
"練馬区","0","0","1","8","30","7","2","0","4","0","2","1","2","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","1","0","3","9","40","1","3","15","1","0","0","6","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"葛飾区","0","0","0","9","34","7","4","13","4","0","0","10","2","0","1","0","0","0","1","0","9","4","1","1","1","0"
"江戸川","0","0","1","9","39","16","0","7","2","0","1","3","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","0","1","0","20","81","9","0","8","8","0","0","10","1","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","1","3","0","20","89","19","0","3","7","0","1","9","2","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","0","0","0","4","20","6","3","0","3","0","0","1","0","0","0","2","0","0","0","0","9","5","1","1","1","0"
"南多摩","0","2","0","1","61","7","0","1","1","0","2","7","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"多摩立川","2","0","0","5","32","5","1","2","1","0","0","1","0","1","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","1","0","1","26","52","11","0","2","6","1","0","7","0","0","0","0","0","2","0","0","21","10","3","3","3","0"
"多摩小平","0","1","1","16","66","12","0","3","7","0","2","3","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","13","13","28","210","1245","208","38","77","89","5","16","98","11","2","1","12","0","2","2","0","289","149","39","24","25","0"
