"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","17","11","908","2","3","34","107","7","1","5","7","0","4","4","0","0","1","0","0","0","1","0","2","4","","","","","","",""
"区南部","9","12","560","2","5","19","82","7","0","8","5","0","0","0","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"区西南部","17","12","987","1","3","50","77","3","1","4","6","1","0","1","0","0","1","0","0","0","0","1","1","1","","","","","","",""
"区西部","16","19","961","6","2","55","77","20","2","5","4","0","1","0","1","0","1","0","0","1","0","1","0","4","","","","","","",""
"区西北部","32","27","1591","4","1","62","125","9","1","9","4","0","1","2","0","0","3","0","0","0","0","0","0","1","","","","","","",""
"区東北部","23","24","1232","10","2","30","86","10","2","21","6","0","1","0","3","0","1","0","0","0","0","1","0","3","","","","","","",""
"区東部","13","18","1189","14","3","50","136","5","1","10","11","0","1","1","1","0","3","0","0","0","0","0","1","1","","","","","","",""
"西多摩","4","2","199","0","1","4","11","2","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","15","19","1961","5","3","54","128","15","3","19","3","0","2","1","1","0","3","0","0","0","0","0","1","1","","","","","","",""
"北多摩西部","7","11","455","2","0","18","35","5","0","2","2","1","3","2","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","12","14","1196","2","3","47","77","15","1","13","7","0","1","1","0","0","1","0","1","0","0","0","0","5","","","","","","",""
"北多摩北部","13","10","804","2","4","38","91","5","1","15","9","0","2","1","0","0","0","0","0","0","0","1","1","1","","","","","","",""
"島しょ","0","0","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","178","179","12050","50","30","462","1033","103","13","118","65","2","16","13","6","0","17","0","1","1","1","4","6","23","","","","","","",""
