"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","24","5","3","17","21","2","3","1","4","1","2","0","1","0","1","0","0","0","0","0","0","7","","","","","",""
"区南部","1","32","14","5","22","40","1","7","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","40","6","7","20","44","3","0","11","2","0","0","3","0","0","0","0","0","0","0","0","0","5","","","","","",""
"区西部","1","36","17","3","35","45","11","3","0","4","0","1","0","6","0","2","0","0","0","0","0","1","2","","","","","",""
"区西北部","3","72","21","9","46","49","2","3","1","2","0","0","2","1","0","1","0","0","0","0","0","0","2","","","","","",""
"区東北部","6","40","22","6","40","61","0","2","0","8","0","1","1","1","0","0","0","0","0","0","0","0","2","","","","","",""
"区東部","5","53","24","3","31","52","7","10","1","3","2","3","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","0","12","0","1","8","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","10","56","23","0","65","131","2","1","2","5","1","0","0","0","0","3","0","0","0","0","0","0","22","","","","","",""
"北多摩西部","2","17","7","5","22","17","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","35","10","1","39","35","7","3","7","5","0","0","3","0","0","2","0","0","2","0","0","0","2","","","","","",""
"北多摩北部","2","32","13","14","49","31","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","9","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","43","450","162","57","394","537","36","34","23","44","4","9","11","9","0","9","0","0","2","0","0","1","54","","","","","",""
