"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","4","4","7","0","0","0","3","2","0","0","",""
"区南部","5","1","0","0","0","0","0","0","0","0","",""
"区西南部","8","6","3","1","2","0","0","0","0","0","",""
"区西部","6","9","11","2","6","0","6","1","0","0","",""
"区西北部","13","6","6","1","0","0","4","2","0","0","",""
"区東北部","7","0","1","0","0","0","0","4","0","0","",""
"区東部","5","4","1","1","2","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","2","0","0","1","0","0","0","0","0","",""
"北多摩西部","11","1","2","4","0","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","3","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","67","33","31","9","11","2","19","15","0","0","",""
