"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","1","0","0","15","4","0","0","15","0","0","0","2","0","0","0","0","0","0","0"
"1歳","28","0","4","3","63","19","0","2","12","1","0","2","2","0","0","0","0","0","0","0"
"2歳","30","0","3","1","47","17","0","0","3","0","0","2","0","0","0","0","0","0","0","0"
"3歳","45","0","4","15","38","10","1","1","0","0","0","4","0","0","0","0","0","0","0","0"
"4歳","88","0","3","22","54","11","0","3","0","0","0","7","0","0","0","0","0","0","0","0"
"5歳","122","0","2","28","40","10","0","2","1","0","0","8","0","0","0","0","0","0","0","0"
"6歳","162","0","0","23","41","8","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"7歳","196","0","0","27","35","2","0","2","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","188","0","1","15","27","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","153","0","0","13","16","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"10〜14歳","387","0","0","23","43","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","31","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","46","0","0","9","107","1","0","0","0","1","0","1","2","0","0","1","0","0","0","0"
"30〜39歳","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1649","1","17","180","536","88","1","10","32","2","0","37","6","0","0","5","0","0","1","1"
