"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","10","6","10","40","3","12","1","6","0","3","3","1","0","0","3","0","0","3","0","0","0","","","","","",""
"区南部","2","16","2","23","69","6","9","2","4","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","4","19","3","15","53","4","4","3","6","0","4","1","1","0","0","0","0","0","2","0","0","0","","","","","",""
"区西部","3","21","1","15","49","1","4","2","7","0","1","2","0","0","0","2","0","0","4","0","0","0","","","","","",""
"区西北部","3","15","1","17","56","4","6","0","5","0","2","8","2","0","0","1","0","0","2","0","0","0","","","","","",""
"区東北部","1","22","2","28","103","2","20","6","10","2","9","14","2","0","0","5","0","0","4","0","0","0","","","","","",""
"区東部","1","15","2","34","89","11","16","3","6","0","5","12","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","7","0","12","8","1","2","1","0","1","0","8","0","0","0","0","0","0","2","0","0","0","","","","","",""
"南多摩","0","40","5","52","84","14","12","8","10","0","2","13","2","1","0","1","0","0","3","0","0","0","","","","","",""
"北多摩西部","0","12","2","25","39","3","0","4","1","0","2","2","0","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩南部","1","10","5","36","26","11","7","1","11","0","0","8","1","0","0","0","0","0","3","0","0","0","","","","","",""
"北多摩北部","3","21","3","35","23","1","1","6","3","0","1","10","2","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","21","208","32","302","639","61","93","37","70","4","29","84","12","1","0","14","0","0","25","0","0","0","","","","","",""
