"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","0","0","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"新宿区","10","0","0","0","17","2","0","0","1","0","0","0","0","1","2","0","0","3","0","0","0","0","0","0","","","","","",""
"文京","3","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","11","0","0","4","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","0","4","0","4","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","6","0","0","0","5","3","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","0","0","1","26","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","2","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","18","0","0","1","44","4","0","4","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","24","0","0","1","37","2","2","1","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","15","0","1","0","31","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","37","0","2","0","40","4","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","10","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","6","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","23","0","0","4","5","5","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","12","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","20","0","0","0","10","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","25","0","0","0","16","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","32","0","0","0","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","29","0","0","1","15","10","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","53","0","0","8","35","4","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","12","0","1","0","3","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","9","0","0","1","11","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","31","0","0","1","30","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","15","0","0","2","14","1","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","0","0","1","25","2","0","0","0","0","0","3","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","20","0","0","2","8","2","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","22","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","6","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","14","0","0","1","20","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","16","0","0","0","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","43","0","0","0","13","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","14","0","0","1","25","1","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","9","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","588","0","8","32","517","68","7","13","30","0","1","3","1","45","8","0","0","7","0","0","0","0","0","1","","","","","",""
