"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","3","12","1462","33","1","0","47","0","1","0","1","2","0","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","2","0","0","0","3"
"〜1歳","5","22","*","40","6","2","106","0","7","1","14","21","0","3","2","0","0","0","0","0","0","0","2","3","0","0","1","0","1","1","1","1","0","2"
"1歳","29","25","8094","109","11","9","169","4","27","3","51","75","1","10","4","0","4","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"2歳","34","15","*","50","11","20","120","2","4","7","11","44","0","2","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","61","7","*","9","5","49","70","2","5","8","3","23","1","0","0","0","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","64","6","*","4","8","55","78","4","2","11","4","14","2","2","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"5歳","79","12","5587","4","3","54","76","5","16","6","1","9","2","2","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","78","12","*","5","2","69","64","6","3","7","0","7","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","85","16","*","2","3","70","85","5","2","5","0","3","1","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","90","22","*","1","2","56","50","2","3","3","0","4","1","1","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","64","28","*","1","1","36","58","3","1","2","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"10〜14歳","333","200","3044","4","1","77","138","20","4","3","1","6","2","2","0","0","2","0","0","2","0","0","2","2","0","0","1","0","0","1","1","0","0","2"
"15〜19歳","185","133","1043","1","0","11","37","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"20〜29歳","87","125","904","3","0","24","82","1","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","51","123","941","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","73","157","949","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","25","176","804","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","7"
"60〜69歳","18","101","582","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","2"
"70〜79歳","9","92","439","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","13","0","0","0","0","0","3","0","1","0","12"
"80歳以上","12","74","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","2","0","27"
"合計","1385","1358","24148","266","54","532","1180","55","76","56","86","214","12","29","6","0","31","0","1","14","0","0","15","69","0","0","2","0","1","13","2","5","1","63"
