"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","10","5","3","1","0","5","1","2","0","1","2","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"〜1歳","35","22","1","12","1","67","0","20","0","13","4","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","118","17","3","63","6","103","3","74","1","35","15","0","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2歳","166","15","2","58","17","84","2","82","0","18","7","2","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"3歳","219","15","2","107","37","62","2","64","0","4","7","0","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"4歳","308","13","0","82","59","50","1","68","0","0","7","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","353","5","0","82","70","60","2","34","1","0","3","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"6歳","378","9","0","46","76","60","0","28","0","0","2","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"7歳","500","5","0","31","71","45","3","13","1","0","0","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"8歳","471","9","0","18","51","48","1","12","0","0","3","2","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"9歳","443","16","0","13","44","27","1","7","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1676","101","0","11","66","72","3","9","1","0","2","2","2","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","3","1","0","0","0"
"15〜19歳","507","65","0","0","5","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","293","103","0","11","29","52","0","3","0","0","1","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","365","114","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"40〜49歳","506","135","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"50〜59歳","232","122","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","5","0","0","0","0","0","1","0","0","0","5"
"60〜69歳","95","84","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","7","0","0","0","0","0","1","0","1","0","6"
"70〜79歳","46","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","2","0","0","0","0","1","0","2","0","12"
"80歳以上","12","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","31","0","0","0","0","0","5","0","3","2","27"
"合計","6733","971","11","535","532","749","19","417","4","71","54","11","16","4","0","27","0","2","1","0","0","31","62","2","0","3","1","0","26","3","7","2","54"
