"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","40","10","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","9","24","0","0","0","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","39","3","4","1","6","1","2","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","8","56","3","6","5","4","0","2","0","0","3","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"文京","5","36","0","1","0","7","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","16","24","3","1","5","10","1","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","75","2","0","1","1","1","3","0","0","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江東区","14","67","2","3","5","18","0","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","48","2","1","2","11","0","1","0","1","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","41","5","3","5","13","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","38","95","13","3","4","17","1","4","1","1","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","166","4","5","11","28","1","3","0","2","12","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","10","32","0","0","1","4","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","9","82","0","0","4","17","0","4","0","1","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","2","88","1","5","1","7","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","75","1","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","17","99","3","0","1","13","0","7","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","64","5","0","4","4","0","0","0","2","12","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","15","112","12","1","6","9","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","10","148","7","1","2","16","0","2","0","3","21","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","121","10","3","3","28","0","1","0","2","13","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","97","0","0","0","15","1","0","0","3","5","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","6","103","3","16","4","22","0","8","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","27","112","4","3","13","45","0","0","1","4","21","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","2","72","2","0","10","21","0","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","52","4","0","1","7","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","50","11","1","2","6","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","7","95","3","0","7","13","1","5","0","1","24","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","12","226","10","1","9","34","3","5","0","3","22","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","12","137","6","2","18","27","0","5","0","2","11","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","40","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","265","2516","129","61","125","409","12","61","2","37","263","3","15","1","0","8","0","0","0","0","0","1","","","","","",""
