"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","7","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","7","1","1","39","5","0","0","25","0","0","0","2","1","0","0","0","0","0","0"
"1歳","1","22","1","3","100","17","5","2","23","0","0","4","0","0","0","0","0","0","0","0"
"2歳","0","6","1","8","79","16","4","2","2","0","1","6","0","1","0","0","0","0","0","0"
"3歳","0","1","0","12","87","18","1","1","1","0","1","3","0","0","0","0","0","0","1","0"
"4歳","4","0","1","25","98","24","3","4","1","0","0","8","0","1","0","0","0","0","1","0"
"5歳","2","0","2","15","72","22","2","4","0","0","0","8","0","0","0","0","0","0","0","0"
"6歳","5","0","0","27","67","7","0","3","0","0","0","10","0","0","0","0","0","0","0","0"
"7歳","2","0","1","13","52","5","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","2","0","0","9","43","1","0","1","0","0","0","6","0","0","0","0","0","0","0","0"
"9歳","2","1","0","10","45","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"10〜14歳","10","0","2","17","98","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","1","17","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","8","0","0","3","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","46","44","9","145","881","119","15","19","52","0","2","52","2","3","0","9","0","0","3","0"
