"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","17","19","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","17","11","0","2","2","5","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","58","22","0","5","7","5","1","5","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","58","39","0","5","4","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","57","33","0","4","0","2","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","49","25","0","10","8","13","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","58","52","0","2","2","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","77","47","0","13","6","17","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","56","14","0","2","8","5","0","5","0","1","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","48","30","0","4","2","8","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"大田区","118","76","1","17","17","35","0","13","0","2","3","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","186","84","1","36","9","13","3","19","0","1","5","0","1","0","0","3","2","0","0","0","0","0","","","","","",""
"渋谷区","16","21","0","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中野区","181","52","0","2","25","20","0","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","131","62","0","16","3","9","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","3","","","","","",""
"池袋","54","26","0","4","1","1","0","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北区","81","54","0","4","7","18","1","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","81","29","0","2","2","7","0","7","0","0","6","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","104","43","0","2","3","9","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","133","87","0","5","7","25","0","13","1","1","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","97","95","0","5","8","27","0","11","0","5","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","73","47","0","6","6","8","0","12","0","1","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","178","106","0","31","13","19","2","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","164","120","0","6","7","28","2","18","1","2","3","0","3","0","0","7","0","0","0","0","0","1","","","","","",""
"町田市","59","85","0","2","4","24","2","4","1","0","5","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","33","41","1","4","0","5","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","67","46","0","7","2","6","0","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","84","84","1","1","5","14","1","11","0","1","6","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","273","149","1","12","25","27","4","19","4","2","6","3","5","0","0","0","0","0","0","0","0","4","","","","","",""
"多摩小平","136","101","1","8","25","38","0","24","0","1","6","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","14","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2746","1714","6","219","208","398","19","236","7","26","71","4","15","3","0","19","2","0","0","0","0","18","","","","","",""
