"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","2","2","0","0","11","3","0","0","4","1","0","0","2","0","0","0","0","0","1","0"
"〜1歳","4","1","4","1","111","9","1","0","43","0","1","0","2","0","0","0","0","0","0","0"
"1歳","23","6","9","10","211","21","2","0","59","0","1","1","5","0","0","0","0","0","1","0"
"2歳","32","1","5","15","129","41","2","2","6","0","1","13","5","1","0","0","0","0","0","0"
"3歳","56","0","3","21","93","28","0","6","1","0","0","20","2","0","0","0","0","1","1","0"
"4歳","66","0","4","35","95","21","1","5","0","0","0","7","2","0","0","0","0","0","0","0"
"5歳","89","0","4","34","59","6","0","2","0","1","0","15","0","0","0","0","0","0","0","0"
"6歳","109","0","1","25","53","6","0","3","0","0","0","8","1","0","0","0","0","0","1","0"
"7歳","81","0","1","17","53","7","0","6","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","78","0","0","16","40","3","0","4","0","0","0","3","0","0","0","1","0","0","0","0"
"9歳","55","0","0","18","34","5","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"10〜14歳","136","0","0","23","62","6","0","2","0","0","0","9","0","0","0","1","0","0","1","0"
"15〜19歳","82","0","0","2","12","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"20〜29歳","94","0","0","5","112","1","0","0","0","5","1","6","0","0","0","2","0","0","0","0"
"30〜39歳","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"50〜59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","991","10","31","222","1075","157","6","32","113","7","4","93","19","1","0","13","0","1","6","1"
