"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","6","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","4","1","3","4","1","0","1","0","0"
"20〜24歳","42","4","10","10","2","0","0","0","0"
"25〜29歳","57","12","1","17","1","0","2","1","0"
"30〜34歳","29","12","6","14","5","0","0","0","0"
"35〜39歳","23","4","4","5","0","0","1","0","0"
"40〜44歳","19","5","5","12","0","0","0","1","0"
"45〜49歳","11","3","9","11","0","0","0","0","0"
"50〜54歳","8","1","3","3","1","0","1","0","0"
"55〜59歳","4","0","2","4","1","0","1","0","0"
"60〜64歳","3","3","0","1","0","0","0","0","0"
"65〜69歳","0","1","2","0","0","0","4","1","0"
"70歳以上","0","1","0","0","0","0","33","2","0"
"合計","200","47","45","81","11","0","53","6","0"
