"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","16","7","0","1","3","1","14","0","1","3","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","2","26","15","0","1","62","0","90","1","14","15","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","0","50","16","7","18","79","1","276","2","41","56","0","1","1","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","1","3"
"2歳","7","19","6","9","11","67","2","205","5","12","25","0","2","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","4","11","3","4","27","52","2","162","6","7","17","1","2","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","5","15","1","1","24","43","3","137","14","2","16","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","5","14","0","7","34","47","2","105","22","2","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","5","19","0","3","35","47","0","63","14","0","7","1","2","0","0","1","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","5","15","0","1","34","27","5","35","15","0","5","1","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","4","16","1","1","21","39","5","18","6","0","6","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","20","0","0","22","35","2","10","7","0","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","11","137","0","1","30","50","1","28","3","0","9","1","0","0","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","97","1","1","3","17","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","8","230","0","4","27","72","0","17","1","0","1","0","0","0","0","2","0","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"30〜39歳","8","223","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"40〜49歳","10","270","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","6","0","0","0","0","0","0","0","1","0","5"
"50〜59歳","10","313","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8"
"60〜69歳","3","171","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","14","0","0","0","0","0","1","0","2","1","11"
"70〜79歳","2","163","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","27","0","0","0","0","0","0","0","2","0","25"
"80歳以上","9","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","67","0","0","0","0","0","1","0","10","4","54"
"合計","108","1962","50","39","288","640","24","1166","96","79","179","5","8","2","0","12","1","0","45","1","1","2","143","0","0","0","0","0","2","0","15","6","123"
