"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","43","5","6","16","75","5","2","2","3","1","1","4","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","48","5","1","57","151","4","1","7","8","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","39","3","3","19","96","4","2","4","5","0","0","0","1","0","0","0","0","1","0","0","1","0","","","","","",""
"区西部","67","1","2","33","104","7","0","7","1","0","0","1","3","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","51","3","4","30","106","2","3","25","5","0","0","4","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","30","3","6","45","125","10","1","5","9","0","0","8","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","68","0","5","61","167","3","1","5","4","0","0","10","0","1","0","2","0","0","0","0","0","1","","","","","",""
"西多摩","16","1","2","9","32","0","0","2","1","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","83","7","1","82","204","5","0","18","9","0","0","5","5","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","42","0","0","26","50","4","0","5","3","0","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","26","1","6","35","80","6","2","5","9","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","51","1","1","53","61","9","0","11","3","0","0","2","0","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","566","30","39","466","1251","60","12","96","60","4","1","44","10","5","0","8","0","1","0","0","1","3","","","","","",""
