"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","0","4","11","56","12","2","0","6","1","12","5","1","2","0","1","0","0","0","0","","","","","",""
"区南部","0","0","9","10","68","10","6","2","2","0","11","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","0","6","8","44","15","8","2","1","1","9","6","0","0","0","0","0","0","0","0","","","","","",""
"区西部","3","0","2","20","72","8","12","3","6","0","5","1","0","0","0","2","0","0","1","0","","","","","",""
"区西北部","3","1","0","10","44","12","7","1","5","0","9","4","0","0","1","1","0","0","0","0","","","","","",""
"区東北部","0","0","2","18","43","16","8","13","6","0","5","3","1","0","0","0","0","0","1","0","","","","","",""
"区東部","1","0","7","19","69","15","3","7","4","5","9","3","2","0","0","2","0","0","0","0","","","","","",""
"西多摩","0","0","1","2","15","2","2","3","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","2","43","112","33","8","13","8","1","7","22","3","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","1","0","1","9","8","4","0","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","9","13","10","6","3","1","1","0","8","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","1","11","49","9","5","5","1","0","10","16","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","2","36","170","593","146","67","54","40","9","79","76","7","2","1","9","0","0","2","0","","","","","",""
