"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","9","4","0","0","4","0","2","0","2","0","0","0","0","0","0","0"
"〜1歳","0","0","6","1","52","16","9","4","52","1","29","1","5","0","0","0","0","0","0","0"
"1歳","1","0","21","13","110","29","28","1","56","0","110","2","4","0","0","1","0","0","0","0"
"2歳","0","0","6","21","78","29","30","1","5","0","108","9","8","1","0","0","0","0","0","0"
"3歳","2","0","14","42","88","33","16","5","3","0","51","12","2","0","0","2","0","0","0","0"
"4歳","0","0","18","57","77","42","27","7","0","1","42","23","2","0","0","1","0","0","1","0"
"5歳","0","0","17","80","63","34","6","5","0","0","28","18","0","0","0","1","1","0","0","0"
"6歳","0","0","7","51","50","17","4","3","0","0","9","21","1","0","0","0","0","0","0","0"
"7歳","0","0","3","33","46","10","6","4","0","1","3","10","0","0","0","0","0","0","0","0"
"8歳","0","0","0","19","37","4","0","2","0","0","3","7","1","0","0","0","0","0","0","0"
"9歳","0","0","2","8","28","1","2","1","0","0","2","5","1","0","0","0","0","0","1","0"
"10〜14歳","4","0","2","25","53","5","2","3","0","1","4","4","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","1","2","12","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","1","18","89","2","2","1","0","6","2","2","0","0","0","3","0","0","0","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","20","0","98","370","792","226","133","37","120","11","393","115","26","1","2","35","1","1","3","0"
