"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","6","7","19","5","21","0","8","0","45","1","0","0","0","2","0","0","1","0","0","","","","","",""
"区南部","0","3","18","20","47","7","10","1","8","1","78","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","3","6","19","37","6","35","7","8","0","50","4","6","0","0","3","0","1","2","0","0","","","","","",""
"区西部","1","1","1","17","34","4","8","1","5","0","54","3","0","0","1","1","0","1","1","0","0","","","","","",""
"区西北部","1","0","2","9","43","7","10","1","11","1","97","3","2","0","0","1","0","1","1","0","0","","","","","",""
"区東北部","3","5","12","17","68","9","25","1","7","2","121","15","1","0","0","3","0","0","4","0","0","","","","","",""
"区東部","0","6","14","14","57","5","19","3","8","0","127","3","1","0","0","1","1","1","1","0","0","","","","","",""
"西多摩","0","0","2","11","9","1","0","0","1","0","15","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","1","1","2","33","89","7","23","4","17","1","205","10","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","1","13","12","3","5","1","2","0","43","4","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","16","30","5","6","1","7","0","80","2","4","1","0","1","0","0","1","0","0","","","","","",""
"北多摩北部","0","5","4","9","17","7","7","2","10","0","104","1","2","1","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6","25","70","187","462","67","170","22","93","5","1019","48","20","2","1","16","1","4","12","0","0","","","","","",""
