"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","11","2","0","18","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","23","23","7","134","1","10","1","61","11","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","1","37","61","38","238","5","34","10","90","45","3","1","2","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","1","5","25","60","175","5","29","26","16","28","2","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","3","6","29","97","178","8","19","35","5","18","4","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","0","16","115","182","2","11","40","2","21","7","1","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","5","0","21","103","171","6","5","45","1","7","7","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","3","0","4","97","135","10","3","53","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","5","89","83","13","0","25","5","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","0","63","70","17","2","32","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","3","0","3","46","62","6","0","18","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","5","0","0","70","135","11","1","11","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","7","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","9","38","169","0","1","3","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","35","82","198","830","1787","84","117","299","183","139","43","15","5","0","24","2","0","2","1","1","1","0","0","0","0","0","1","0"
