"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","441","2","1147","3","3","9","52","2","2","0","1","0","2","0","0","0","0","0","0","1","0","0","5","2","","","","","","",""
"区南部","433","4","888","1","2","18","58","2","0","2","4","0","0","0","0","0","1","0","1","0","0","0","1","1","","","","","","",""
"区西南部","465","9","1152","3","2","19","67","1","1","1","1","2","1","0","0","0","1","0","0","1","0","0","8","5","","","","","","",""
"区西部","521","16","1404","7","1","13","29","2","0","0","4","0","0","0","2","0","0","0","0","1","0","0","9","2","","","","","","",""
"区西北部","924","21","2118","4","3","23","88","2","0","1","1","1","1","0","1","0","2","0","0","1","0","0","1","1","","","","","","",""
"区東北部","657","15","1541","2","8","18","54","4","1","0","2","1","0","0","2","0","0","0","0","2","0","0","3","4","","","","","","",""
"区東部","657","14","1552","4","1","21","73","1","0","3","2","0","1","0","0","0","1","0","0","0","0","0","3","1","","","","","","",""
"西多摩","186","6","341","0","0","6","11","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","4","0","","","","","","",""
"南多摩","1614","19","3329","1","1","71","86","17","1","3","3","2","1","1","0","0","0","0","0","0","0","0","7","1","","","","","","",""
"北多摩西部","367","6","746","3","1","17","8","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","1","1","","","","","","",""
"北多摩南部","545","16","1294","1","2","23","46","1","1","1","1","0","1","0","0","0","1","0","0","2","0","0","7","1","","","","","","",""
"北多摩北部","573","10","1097","1","1","16","51","7","0","1","2","0","0","0","0","0","1","0","0","4","0","0","8","4","","","","","","",""
"島しょ","26","2","42","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","7409","140","16651","30","25","254","623","40","6","12","24","7","7","1","6","0","8","0","1","15","0","0","57","23","","","","","","",""
