"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","31","35","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","2","2","0"
"中央区","32","22","0","2","2","14","0","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","98","42","1","11","7","10","1","12","0","0","2","0","0","0","0","0","0","0","0","0","0","1","9","6","0","1","1","0"
"新宿区","107","83","0","13","5","14","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","11","7","2","2","2","0"
"文京","126","76","0","5","3","3","2","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","86","40","0","13","15","25","1","20","0","0","0","0","2","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","107","123","0","8","2","2","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","2","8","5","1","1","1","0"
"江東区","136","95","0","20","8","31","2","4","0","1","4","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","109","43","1","12","21","16","1","9","0","2","10","0","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","91","64","0","9","5","11","0","10","0","0","0","0","0","0","0","5","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","212","179","1","35","26","59","0","16","0","5","3","0","0","0","0","0","0","0","0","0","0","1","21","13","2","1","1","0"
"世田谷","337","206","2","65","20","31","4","35","1","4","13","1","2","0","0","6","2","0","0","0","0","2","24","15","2","2","2","0"
"渋谷区","40","41","0","1","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","7","4","1","1","1","0"
"中野区","290","102","0","7","34","40","0","21","0","1","1","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","246","152","0","27","9","17","0","11","0","0","0","0","0","1","0","0","0","0","0","0","0","3","17","11","1","2","2","0"
"池袋","99","76","0","5","2","2","0","4","0","0","1","0","0","0","0","3","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","157","116","0","9","9","25","1","19","0","6","2","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","166","85","1","7","5","12","0","17","0","1","6","0","0","1","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","198","97","0","4","5","23","0","7","0","1","1","1","0","0","0","0","0","0","0","0","0","1","16","10","2","1","1","0"
"練馬区","244","191","0","11","12","33","0","25","2","1","7","1","1","0","0","1","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","175","190","0","8","15","48","1","15","1","7","4","0","0","1","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","132","99","1","11","7","15","0","15","0","1","8","1","0","0","0","2","0","0","0","0","0","2","13","8","1","1","1","0"
"江戸川","330","203","0","44","19","34","2","17","0","1","2","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","282","220","0","10","19","46","2","30","1","4","7","0","3","0","0","16","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","117","143","0","7","10","44","5","13","1","0","6","0","2","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","57","108","1","7","2","8","2","11","0","1","3","0","0","0","0","0","0","0","0","0","0","1","14","8","1","1","1","0"
"南多摩","128","97","0","13","5","12","1","5","0","3","5","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","170","175","1","1","13","22","1","19","0","1","9","1","2","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","493","319","1","19","62","51","5","31","5","4","12","3","11","0","0","0","1","0","1","0","0","5","33","21","3","3","3","0"
"多摩小平","262","240","4","17","41","65","2","45","0","5","7","0","1","0","0","0","0","0","0","0","0","2","22","14","2","2","2","0"
"島しょ","2","26","0","0","0","0","0","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","5060","3688","14","403","383","717","33","429","11","52","122","11","25","3","0","38","3","0","1","0","0","25","415","260","39","25","25","0"
