"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","13","7","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","22","3","4","0","32","0","13","0","11","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","31","50","5","28","5","73","0","58","2","23","17","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","52","42","3","38","10","42","1","52","1","5","15","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","70","37","3","25","10","37","0","36","0","6","8","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","73","35","0","29","22","37","2","23","0","1","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","110","49","1","26","29","43","0","23","0","1","9","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"6歳","108","50","0","23","36","35","1","10","1","0","8","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","131","71","0","10","27","28","7","3","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","150","90","0","3","27","26","1","2","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","119","131","0","0","7","10","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","426","562","0","3","25","38","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","304","461","1","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","113","247","1","6","18","35","0","1","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","120","302","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","176","425","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","53","352","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","21","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","7","170","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","5","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","2080","3423","24","196","218","449","13","226","5","48","76","5","3","2","0","20","0","0","1","0","0","5","0","0","0","0","0","5","0"
