"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","65","0","0","9","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","3","2","128","0","2","4","11","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","2","3","178","1","0","8","14","6","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","0","11","187","1","0","8","10","11","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"文京","0","6","282","0","0","11","14","7","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"台東","1","3","229","1","1","5","36","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","0","6","76","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","1","2","447","5","3","7","47","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"品川区","2","3","244","0","0","13","18","4","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","1","181","0","0","7","8","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","3","7","362","1","5","26","40","13","7","6","4","2","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"世田谷","2","9","613","1","1","24","36","5","0","2","1","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","","",""
"渋谷区","1","3","131","0","0","2","9","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中野区","1","2","435","0","0","12","25","1","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","1","11","287","0","9","23","19","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"池袋","2","5","291","0","3","11","10","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北区","1","4","309","0","1","21","37","7","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","3","246","0","0","7","13","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","7","363","0","1","12","18","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","4","12","513","1","2","20","44","17","0","6","2","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","0","13","603","0","10","13","34","2","0","15","2","1","1","0","1","0","3","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","3","7","361","1","0","13","24","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江戸川","3","13","559","0","7","25","37","4","3","3","3","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","9","984","0","9","25","70","1","0","14","4","0","0","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","2","6","895","1","3","37","67","8","0","2","2","2","1","4","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","2","162","1","0","3","11","2","0","7","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"南多摩","0","8","385","1","2","9","23","4","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","4","10","409","1","1","31","10","5","1","2","2","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","2","15","1052","1","4","37","51","14","0","2","1","0","1","0","0","0","0","0","0","1","0","0","0","4","","","","","","",""
"多摩小平","7","10","835","1","7","50","59","12","1","8","3","1","2","0","0","0","0","0","0","0","0","0","2","3","","","","","","",""
"島しょ","0","2","9","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"合計","47","197","11821","18","71","474","805","141","13","103","38","12","12","10","1","0","10","2","0","3","0","0","3","13","","","","","","",""
