"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","9","0","2","1","0","0","2","0","0","2","2"
"中央区","5","3","1","1","0","0","0","0","0","2","0"
"みなと","9","4","12","1","0","0","6","0","0","2","1"
"新宿区","31","22","42","21","0","0","6","0","1","7","2"
"文京","4","1","4","0","0","0","3","0","0","1","1"
"台東","10","3","0","21","0","0","0","0","0","2","0"
"墨田区","3","0","1","1","1","0","3","0","0","2","1"
"江東区","20","4","2","8","0","0","0","0","0","2","0"
"品川区","5","1","2","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","3","1","0","0","0","0","1","0","0","2","1"
"世田谷","0","0","0","0","0","0","7","0","0","0","2"
"渋谷区","43","11","11","13","1","0","2","0","0","5","1"
"中野区","8","2","1","6","2","0","0","0","0","2","0"
"杉並","5","0","1","4","0","0","0","0","0","2","2"
"池袋","16","5","1","10","1","0","3","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","7","0","3","2","1","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","1","0","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","4","0","0","0","1"
"江戸川","13","2","2","2","0","0","0","0","0","2","0"
"八王子市","4","1","1","2","0","0","3","1","0","4","1"
"町田市","2","2","1","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","1","1","0","0","0","0","0","2","1"
"多摩府中","1","0","0","1","0","0","13","0","0","3","3"
"多摩小平","1","0","0","0","0","0","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","215","63","88","98","6","0","55","1","1","54","25"
