"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","1","0","7","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","1","0","0","0","16","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","2","0","0","0","11","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","1","3","13","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","3","0","5","15","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","2","4","31","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","2","1","3","7","21","1","0","2","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","2","8","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","12","2","12","36","8","1","6","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","8","2","0","5","31","6","1","5","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"渋谷区","0","0","0","2","15","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","4","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","1","0","5","36","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","1","0","4","14","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","2","1","7","3","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","0","0","0","25","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","5","0","0","1","16","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","3","0","1","0","18","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","0","0","5","16","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","8","0","0","3","13","1","0","13","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","0","2","4","5","5","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","6","17","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","2","0","2","7","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","1","0","5","6","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","4","0","0","0","15","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","0","0","3","20","4","0","1","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","7","3","2","10","29","6","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","80","27","15","102","473","68","7","45","31","2","1","0","3","15","4","0","0","3","0","0","1","0","0","","","","","",""
