"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","14","148","1","0","2","10","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","3","4","4","3","0","2","2","2"
"中央区","0","10","204","1","0","2","28","0","3","1","1","3","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","3","12","375","0","2","3","28","7","11","2","2","24","0","0","0","0","0","0","0","0","2","0","0","2","9","9","6","0","1","1","1"
"新宿区","1","25","259","1","0","14","18","5","0","1","1","5","0","2","1","0","2","0","0","1","0","0","0","5","12","12","8","2","2","2","2"
"文京","0","22","518","1","10","10","25","12","3","0","1","10","0","0","0","0","2","0","2","0","0","0","0","0","7","7","4","1","1","1","1"
"台東","3","7","374","0","1","6","57","5","3","1","3","5","1","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","2","26","160","1","0","1","9","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"江東区","1","28","993","2","2","21","95","3","9","3","5","13","1","0","0","0","5","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","3","17","413","0","1","14","22","9","4","2","2","12","0","1","1","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","0","21","334","2","0","11","26","6","0","4","1","8","0","3","0","0","1","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","9","52","743","7","11","53","80","13","26","14","3","14","0","6","1","0","0","0","0","0","0","0","0","2","21","21","13","2","1","1","1"
"世田谷","6","46","1248","1","5","38","83","9","9","8","0","15","3","0","0","0","1","0","0","1","0","0","0","6","25","25","16","2","2","2","2"
"渋谷区","0","20","192","1","1","4","9","2","0","0","1","3","0","0","0","0","2","0","0","1","0","0","0","1","7","7","4","1","1","1","1"
"中野区","3","7","928","3","1","39","35","7","2","1","2","8","1","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","3","29","585","3","7","10","40","7","3","3","2","1","0","5","1","0","0","0","0","0","0","0","0","5","17","17","11","1","2","2","2"
"池袋","0","27","502","0","2","17","12","4","1","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","9","23","566","0","1","25","33","6","3","1","7","4","1","0","0","0","1","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","3","17","521","5","3","11","39","2","1","9","1","5","1","2","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","11","50","729","0","9","17","24","13","5","3","3","1","1","1","0","0","1","0","0","0","0","0","0","1","16","16","10","2","1","1","1"
"練馬区","1","50","1044","0","6","45","91","11","3","5","6","12","0","1","0","0","1","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","3","51","1352","5","13","37","74","3","4","12","6","2","1","0","0","0","0","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","5","18","648","2","1","6","32","2","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","2","13","13","8","1","1","1","1"
"江戸川","0","46","1042","0","13","23","66","6","14","5","5","9","1","0","1","0","4","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","2","50","1792","6","3","42","120","4","3","19","6","5","2","1","0","0","0","0","0","0","0","0","0","2","18","18","11","2","1","1","1"
"町田市","7","15","1660","0","2","59","175","13","19","18","14","27","3","0","1","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","2","15","230","0","1","12","15","0","0","8","2","1","0","0","0","0","0","0","0","3","0","0","1","1","14","14","8","1","1","1","1"
"南多摩","1","25","768","1","3","11","45","2","2","12","7","2","0","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","4","38","848","4","1","71","61","27","5","3","5","4","3","0","0","0","4","0","0","0","0","0","0","4","21","21","14","2","1","1","1"
"多摩府中","6","69","2059","4","4","78","96","15","8","7","12","14","2","4","0","0","0","0","0","1","0","0","0","9","33","33","21","3","3","3","3"
"多摩小平","4","47","1560","5","19","44","173","20","7","12","9","26","1","2","0","0","1","0","0","2","0","0","1","6","23","23","15","2","2","2","2"
"島しょ","0","23","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","2","2","1","0","1","1","1"
"合計","92","900","22826","56","122","726","1621","216","149","155","114","241","22","29","6","0","26","0","2","11","2","0","2","50","419","419","264","39","25","25","25"
