"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","7","733","14","1","0","10","0","2","0","0","3","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","18","*","23","2","0","56","1","8","1","8","22","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","25","3804","62","11","7","111","2","30","5","17","93","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","14","*","23","8","8","61","1","16","2","8","72","0","7","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","3","9","*","6","8","24","36","7","7","6","1","34","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","3","8","*","5","3","27","54","5","3","13","2","18","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"5歳","1","7","1876","1","4","34","45","4","4","12","1","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","8","*","1","2","26","34","5","2","10","0","6","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","3","5","*","0","1","19","24","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","8","*","1","1","16","8","1","1","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","3","5","*","0","0","9","19","2","0","5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","7","39","681","1","3","15","40","8","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","48","294","0","0","4","10","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","110","478","2","2","13","43","0","0","1","0","1","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","4","119","618","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"40〜49歳","9","176","651","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","2","194","615","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"60〜69歳","1","124","502","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"70〜79歳","2","87","329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","13"
"80歳以上","0","69","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1","0","18"
"合計","51","1080","10786","139","46","202","551","43","75","56","37","283","5","25","3","0","15","0","3","7","0","0","1","47","0","0","0","0","0","1","0","1","0","46"
