"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","12","1","5","13","0","1","0","0","0","0","",""
"中央区","10","3","1","9","0","0","0","0","0","0","",""
"みなと","9","25","9","2","0","0","6","0","0","0","",""
"新宿区","33","6","26","28","0","5","5","2","0","0","",""
"文京","3","2","1","4","0","0","1","1","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","2","1","0","1","0","0","1","2","0","0","",""
"江東区","16","7","5","13","0","1","0","0","0","0","",""
"品川区","12","3","0","5","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","8","0","0","1","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","0","",""
"渋谷区","3","3","1","0","1","0","0","0","0","0","",""
"中野区","2","1","0","0","0","0","0","0","0","0","",""
"杉並","4","0","0","0","0","0","0","0","0","0","",""
"池袋","10","4","4","7","0","1","2","7","1","0","",""
"北区","0","0","2","0","0","1","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","1","0","7","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","4","0","0","",""
"江戸川","2","1","0","3","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","1","0","0","10","9","0","0","",""
"多摩小平","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","132","58","54","94","1","9","35","29","1","0","",""
