"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","2","2","0","6","0","2","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","4","7","5","1","28","0","2","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","2","2","7","16","2","12","0","2","0","4","1","0","0","0","0","1","0","3","0","0","","","","","",""
"文京","0","0","0","0","7","2","19","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","3","7","13","2","2","4","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","1","7","2","5","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","2","0","1","9","41","11","18","0","3","0","7","1","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","1","7","20","2","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","2","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","3","2","14","21","42","2","11","5","1","2","12","3","4","0","0","2","0","0","0","0","0","","","","","",""
"世田谷","0","1","13","19","20","10","20","1","4","0","9","1","3","0","0","1","0","0","1","0","0","","","","","",""
"渋谷区","0","1","1","1","7","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","2","11","3","14","0","5","0","3","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","0","5","4","10","7","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","0","3","3","6","0","7","0","2","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","5","9","3","20","2","1","0","2","1","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","0","0","2","8","5","7","13","3","6","0","6","1","0","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","0","1","2","6","1","5","0","0","0","2","3","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","12","14","14","6","18","0","4","0","6","0","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","1","3","9","9","33","5","20","0","4","0","8","3","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","0","1","4","21","1","16","0","1","0","3","1","0","0","0","2","0","0","4","0","0","","","","","",""
"江戸川","0","0","6","14","17","5","2","0","5","0","2","2","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","1","13","27","41","22","39","1","6","0","5","2","3","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","19","36","10","25","0","5","0","16","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","3","10","2","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","0","10","18","5","19","1","2","0","10","2","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩立川","0","0","1","11","14","5","38","0","5","0","6","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","3","21","20","18","43","2","5","0","18","2","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩小平","0","0","25","12","25","17","62","0","7","0","16","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","21","13","127","250","481","154","477","20","84","2","165","27","15","1","0","9","1","0","9","0","0","","","","","",""
