"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","5","0","0","11","29","1","0","0","4","0","0","0","4","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","7","1","13","7","20","3","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","10","4","3","23","41","2","1","1","6","0","0","4","1","0","0","5","0","0","0","0","1","0","12","8","2","2","2","0"
"文京","2","0","2","10","16","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","0","10","12","58","4","2","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","7","3","0","7","19","0","4","0","2","0","0","0","1","0","0","5","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","2","4","3","48","118","3","4","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","8","1","3","19","70","3","9","0","2","0","1","2","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","1","2","8","34","2","7","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","10","1","10","54","161","2","15","0","9","0","1","4","4","1","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","18","10","7","136","121","7","8","2","5","0","0","5","1","0","0","2","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","1","0","2","3","26","2","1","0","3","0","2","0","0","0","0","2","0","0","0","0","1","0","7","4","1","1","1","0"
"中野区","6","2","7","14","63","4","2","9","5","0","1","6","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","12","0","15","14","93","2","2","0","8","0","0","3","1","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","6","1","3","3","21","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","7","4","1","1","1","0"
"北区","3","0","3","12","39","6","4","1","11","0","1","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","7","3","9","15","43","1","2","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","3","0","2","15","40","0","0","0","4","1","0","2","1","0","0","1","0","0","1","0","0","0","16","10","2","1","1","0"
"練馬区","12","3","3","67","95","19","7","1","10","0","0","11","0","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","25","1","7","21","113","0","5","0","9","0","2","1","0","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","4","0","0","9","81","2","5","0","4","0","0","0","1","0","0","1","0","0","0","1","1","0","13","8","1","1","1","0"
"江戸川","10","2","12","56","116","4","3","2","8","0","0","2","0","0","0","4","0","0","0","0","0","0","17","12","2","0","0","0"
"八王子市","15","1","4","40","155","5","4","4","14","0","3","11","2","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","2","1","2","41","95","4","2","0","4","0","1","5","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","11","0","2","11","45","3","4","0","4","0","3","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","14","3","2","16","83","0","0","2","6","0","1","1","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","15","0","4","40","102","9","0","1","6","0","0","3","0","0","0","0","0","0","0","0","1","0","21","14","2","1","1","0"
"多摩府中","16","4","8","45","134","8","2","0","9","0","1","4","5","0","0","5","0","0","0","0","2","0","32","20","3","3","3","0"
"多摩小平","12","6","19","99","127","8","3","0","18","0","0","2","0","0","0","5","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","251","52","157","861","2158","104","96","25","170","1","19","71","21","2","0","38","0","0","2","1","6","0","414","262","39","25","25","0"
