"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","559","11","1546","3","2","8","63","2","2","1","3","2","1","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"区南部","694","23","1270","1","1","17","86","3","1","1","1","0","2","0","0","0","2","0","0","1","0","1","1","0","","","","","","",""
"区西南部","760","27","1608","3","1","11","66","3","0","1","1","1","0","0","0","0","4","0","0","0","0","0","16","3","","","","","","",""
"区西部","825","9","1748","1","2","11","62","1","0","0","2","0","1","0","1","0","1","0","0","3","0","0","4","1","","","","","","",""
"区西北部","1264","20","2636","3","1","32","59","10","0","1","1","1","1","2","0","0","2","0","0","0","0","0","2","0","","","","","","",""
"区東北部","860","19","1907","4","7","22","61","1","0","1","3","0","0","0","0","0","1","0","0","0","0","0","4","1","","","","","","",""
"区東部","942","20","1986","6","2","24","65","1","4","2","5","3","0","2","0","0","1","0","0","0","0","0","1","2","","","","","","",""
"西多摩","233","17","319","0","1","8","10","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","5","0","","","","","","",""
"南多摩","2222","21","4125","4","2","80","94","6","2","3","6","3","1","0","0","0","2","0","0","0","0","0","1","14","","","","","","",""
"北多摩西部","578","6","959","1","0","7","11","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","0","","","","","","",""
"北多摩南部","867","15","1811","1","1","29","49","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","13","4","","","","","","",""
"北多摩北部","791","6","1650","3","3","25","54","2","1","3","3","2","1","0","1","0","1","0","0","1","0","0","7","4","","","","","","",""
"島しょ","57","8","72","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","10652","202","21637","30","23","275","680","31","10","14","28","13","8","5","2","0","16","0","0","9","0","1","58","30","","","","","","",""
