"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","0","0","0","6","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","12","0","0","1","24","9","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","54","0","0","2","56","11","1","2","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","61","0","1","1","44","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","68","0","2","6","45","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","89","0","3","11","60","11","0","3","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0"
"5歳","65","0","2","8","36","4","0","2","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0"
"6歳","65","0","0","8","38","2","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","41","0","0","5","37","5","0","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"8歳","39","0","0","2","28","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","34","0","0","0","19","1","0","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","115","0","1","5","69","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0"
"15〜19歳","55","0","0","2","20","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","129","0","0","12","153","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40〜49歳","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1084","0","9","63","635","63","1","15","22","0","1","2","3","33","2","1","0","8","0","0","1","0","0","1"
