"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","13","5","0","5","2","13","0","1","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","37","10","1","16","2","106","0","3","0","11","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","136","18","4","102","45","274","4","21","0","28","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"2歳","197","18","2","101","48","218","1","20","0","15","1","2","2","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"3歳","273","8","0","131","87","233","1","12","2","0","0","1","1","0","0","2","0","0","0","0","1","2","1","0","0","0","0","0","2","0","0","0","1"
"4歳","373","8","1","140","165","235","3","25","1","1","1","2","2","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","419","6","0","117","197","218","2","15","1","1","0","0","0","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"6歳","448","7","0","83","212","182","7","7","1","0","1","0","1","0","0","4","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"7歳","438","4","0","44","203","158","4","4","3","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","498","12","0","36","196","143","3","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","436","9","0","17","138","98","4","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","1957","65","0","27","237","206","14","1","1","0","0","0","0","0","0","0","0","0","1","0","0","8","2","1","1","2","0","0","6","2","0","0","2"
"15〜19歳","747","72","0","4","15","46","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"20〜29歳","651","127","0","19","84","195","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","2","3","0","0","0","0","0","2","0","0","0","3"
"30〜39歳","516","124","0","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"40〜49歳","623","145","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","2","3","0","0","0","0","0","2","0","0","0","3"
"50〜59歳","385","147","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","3","0","0","0","0","0","2","0","0","0","3"
"60〜69歳","168","79","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","6","9","2","0","3","1","0","3","3","0","0","9"
"70〜79歳","67","59","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","10","1","1","0","0","0","5","0","1","0","9"
"80歳以上","23","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","25","0","0","1","0","0","8","1","3","0","22"
"合計","8405","955","8","842","1631","2325","43","111","9","59","4","10","8","1","1","43","2","0","3","0","1","48","61","4","2","7","1","0","40","7","5","0","56"
