"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","8","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","0","3","22","5","1","4","1","0","5","2","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","1","2","15","2","1","0","0","0","3","1","0","0","0","1","0","0","3","0","","","","","",""
"文京","0","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","0","12","6","1","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","4","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","2","0","0","3","27","12","1","0","1","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","2","23","1","0","1","1","0","5","4","0","0","0","1","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","3","1","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","0","1","5","9","42","15","1","0","6","4","5","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","0","4","2","24","10","5","0","0","0","4","7","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","1","12","6","2","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","4","29","0","3","2","1","0","1","2","1","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","3","20","4","2","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"池袋","0","0","0","3","13","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","13","1","2","0","5","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","1","1","0","2","12","8","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","10","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","3","0","0","5","10","3","1","1","2","2","0","4","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","1","9","13","4","1","3","1","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","4","7","4","12","2","1","0","4","4","0","0","0","0","0","0","2","0","","","","","",""
"江戸川","0","0","1","12","19","15","1","2","1","4","6","1","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","0","21","37","8","0","2","2","1","1","2","1","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","0","13","27","16","6","2","3","1","3","7","3","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","23","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","4","13","4","2","0","0","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","3","9","3","0","2","0","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","4","16","10","0","2","6","0","2","7","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","0","3","10","26","11","2","0","1","0","4","8","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","3","18","129","492","171","50","23","40","13","56","57","6","1","1","8","0","0","5","0","","","","","",""
