"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","13","7","3","9","1","0","2","0","0","",""
"区南部","21","0","1","9","1","0","2","0","0","",""
"区西南部","14","3","6","1","0","0","3","2","0","",""
"区西部","11","3","4","3","0","0","4","0","0","",""
"区西北部","2","7","4","1","1","0","2","2","0","",""
"区東北部","2","0","1","2","0","0","2","0","0","",""
"区東部","12","1","1","1","1","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","11","2","1","1","1","0","0","0","0","",""
"北多摩西部","10","1","2","4","1","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","2","3","0","",""
"北多摩北部","0","0","0","0","0","0","5","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","97","24","23","31","6","0","24","8","0","",""
