"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","16","0","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"中央区","30","16","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","67","25","3","2","12","19","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"新宿区","80","38","0","1","13","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"文京","83","14","0","0","8","9","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"台東","39","16","0","1","20","38","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","84","56","0","1","5","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"江東区","107","47","1","0","21","49","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","136","47","0","1","13","31","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","85","21","0","0","21","10","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","255","74","0","4","38","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"世田谷","340","89","1","2","29","61","3","0","0","1","0","1","0","1","0","1","0","0","0","0","0","2","5","","","","","",""
"渋谷区","46","10","0","0","0","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","","","","","",""
"中野区","161","48","0","0","20","35","5","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","132","49","1","3","11","45","10","3","0","0","0","0","0","1","0","0","0","0","1","0","0","2","5","","","","","",""
"池袋","41","54","0","1","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","132","53","0","3","44","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","154","25","1","0","20","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","166","77","0","0","14","27","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","3","6","","","","","",""
"練馬区","273","75","0","1","27","57","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","222","102","0","4","28","46","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"葛飾区","209","55","0","2","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","","","","",""
"江戸川","296","131","1","4","37","70","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","343","122","0","3","32","79","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"町田市","210","56","0","0","19","20","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","125","55","0","0","8","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"南多摩","170","65","0","1","3","36","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","308","109","1","0","35","56","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"多摩府中","553","160","1","6","53","83","2","0","4","3","0","1","0","0","0","2","0","0","0","0","0","7","12","","","","","",""
"多摩小平","463","118","0","9","52","93","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","5","15","","","","","",""
"島しょ","3","22","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5323","1845","10","49","605","1096","31","11","10","19","0","6","1","2","0","9","0","0","1","0","0","25","92","","","","","",""
