"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","0","2","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","3","0","3","2","0","0","0","0","0"
"20〜24歳","27","2","9","17","0","0","1","0","0"
"25〜29歳","23","2","17","14","0","0","0","0","0"
"30〜34歳","30","3","26","8","0","0","1","0","1"
"35〜39歳","20","3","21","17","0","0","0","0","0"
"40〜44歳","11","4","18","5","0","0","1","0","0"
"45〜49歳","13","4","17","6","0","0","2","0","0"
"50〜54歳","7","1","8","1","0","0","2","0","0"
"55〜59歳","5","1","5","0","0","0","4","0","0"
"60〜64歳","0","0","2","1","0","0","2","0","0"
"65〜69歳","0","1","3","0","0","0","2","0","0"
"70歳以上","0","0","1","0","0","0","24","0","0"
"合計","139","21","130","71","0","0","45","3","1"
