"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","2","0","0","7","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","2","0","0","1","53","12","0","2","31","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1歳","19","0","9","5","149","25","0","4","22","0","0","2","0","4","5","0","0","0","0","0","0","0","0"
"2歳","28","1","3","11","97","34","0","0","3","0","0","4","0","6","1","1","0","0","0","0","0","0","0"
"3歳","39","0","7","30","95","31","1","2","0","0","0","1","0","11","0","0","0","0","0","0","0","0","0"
"4歳","55","0","11","46","118","33","0","4","1","0","0","1","0","29","0","0","0","0","0","0","0","0","0"
"5歳","48","0","5","61","92","21","1","7","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0"
"6歳","61","0","7","66","80","16","1","14","0","0","0","0","0","15","0","0","0","0","0","0","1","0","0"
"7歳","42","0","2","33","60","8","0","5","0","0","0","1","0","13","0","0","0","0","0","0","0","0","0"
"8歳","29","0","1","30","55","5","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"9歳","33","0","0","21","46","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0"
"10〜14歳","37","0","0","23","91","6","0","4","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","0","0","2","14","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","17","0","1","24","129","5","0","0","0","0","0","1","0","4","0","0","0","1","0","0","0","0","0"
"30〜39歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","484","3","46","353","1086","201","3","44","59","0","1","12","0","121","8","1","0","4","0","0","2","0","0"
