"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","5","1"
"1〜4歳","0","0","0","0","0","0","4","21","0"
"5〜9歳","0","0","0","0","0","0","1","5","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","3","0","1","2","0","0","1","0","0"
"20〜24歳","24","4","6","18","0","0","0","0","1"
"25〜29歳","17","5","5","13","0","0","0","1","1"
"30〜34歳","12","5","3","14","0","1","3","0","0"
"35〜39歳","21","6","6","15","0","0","3","0","0"
"40〜44歳","10","5","1","6","0","0","4","0","0"
"45〜49歳","12","4","2","3","0","0","2","1","1"
"50〜54歳","4","5","2","1","0","0","4","0","0"
"55〜59歳","1","1","1","2","0","0","5","0","1"
"60〜64歳","0","0","0","2","0","0","12","0","0"
"65〜69歳","2","0","0","0","0","0","15","1","0"
"70歳以上","0","1","0","0","0","0","43","7","1"
"合計","106","36","27","76","0","1","106","42","6"
